Event Index,UTC Timestamp,UTC Date and Time,Local Timestamp,Local Timezone,Local Date and Time,Experiment ID,Experiment Version,Tree Node Key,Repeat Key,Schedule ID,Participant Public ID,Participant Private ID,Participant Starting Group,Participant Status,Participant Completion Code,Participant External Session ID,Participant Device Type,Participant Device,Participant OS,Participant Browser,Participant Monitor Size,Participant Viewport Size,Checkpoint,Room ID,Room Order,Task Name,Task Version,randomiser-zmvq,counterbalance-5cg9,branch-65sy,Manipulation: Randomise questionnaire elements?,Question Key,Response
10,1770925815088,12/02/2026 19:50:15,1770925814658,-5,12/02/2026 14:50:14,249979,6,questionnaire-qemh,,52678485,BLINDED,15133914,,complete,,698e2a4ef374a4204213cd69,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1245x599,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-multiple-text,
11,1770925815088,12/02/2026 19:50:15,1770925814658,-5,12/02/2026 14:50:14,249979,6,questionnaire-qemh,,52678485,BLINDED,15133914,,complete,,698e2a4ef374a4204213cd69,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1245x599,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-white-text,
12,1770925815088,12/02/2026 19:50:15,1770925814658,-5,12/02/2026 14:50:14,249979,6,questionnaire-qemh,,52678485,BLINDED,15133914,,complete,,698e2a4ef374a4204213cd69,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1245x599,,,,Generic Demographics,3,F_YES,2,consentProvided,No,cultural-another-text,
13,1770925815088,12/02/2026 19:50:15,1770925814658,-5,12/02/2026 14:50:14,249979,6,questionnaire-qemh,,52678485,BLINDED,15133914,,complete,,698e2a4ef374a4204213cd69,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1245x599,,,,Generic Demographics,3,F_YES,2,consentProvided,No,END QUESTIONNAIRE,35914
1,1770925994418,12/02/2026 19:53:14,1770926000760,-6,12/02/2026 13:53:20,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1366x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770926034754,12/02/2026 19:53:54,1770926041140,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender,Woman
3,1770926034930,12/02/2026 19:53:54,1770926041144,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-quantised,1
4,1770926034930,12/02/2026 19:53:54,1770926041145,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-text,
5,1770926034930,12/02/2026 19:53:54,1770926041145,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Age,57
6,1770926034930,12/02/2026 19:53:54,1770926041145,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-arab-text,
7,1770926034930,12/02/2026 19:53:54,1770926041146,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-asian-text,
8,1770926034930,12/02/2026 19:53:54,1770926041146,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-black-text,
9,1770926034930,12/02/2026 19:53:54,1770926041147,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-multiple-text,
10,1770926034930,12/02/2026 19:53:54,1770926041147,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white,British or English or Scottish or Welsh or Northern Irish
11,1770926034930,12/02/2026 19:53:54,1770926041148,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white-quantised,1
12,1770926034930,12/02/2026 19:53:54,1770926041150,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white-text,
13,1770926034930,12/02/2026 19:53:54,1770926041150,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-another-text,
14,1770926034930,12/02/2026 19:53:54,1770926041151,-6,12/02/2026 13:54:01,249979,6,questionnaire-qemh,,52678639,BLINDED,15133915,,complete,,698e2a50c2c33e4bec4d3cc8,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1351x607,,,,Generic Demographics,3,J_YES,2,consentProvided,No,END QUESTIONNAIRE,40391
1,1770925784867,12/02/2026 19:49:44,1770925784790,-6,12/02/2026 13:49:44,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1152x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770925813349,12/02/2026 19:50:13,1770925812991,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender,Woman
3,1770925813511,12/02/2026 19:50:13,1770925812993,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-quantised,1
4,1770925813511,12/02/2026 19:50:13,1770925812993,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-text,
5,1770925813511,12/02/2026 19:50:13,1770925812993,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Age,36
6,1770925813511,12/02/2026 19:50:13,1770925812993,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-arab-text,
7,1770925813511,12/02/2026 19:50:13,1770925812993,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-asian-text,
8,1770925813511,12/02/2026 19:50:13,1770925812994,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-black-text,
9,1770925813511,12/02/2026 19:50:13,1770925812994,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-multiple-text,
10,1770925813511,12/02/2026 19:50:13,1770925812994,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-white,British or English or Scottish or Welsh or Northern Irish
11,1770925813511,12/02/2026 19:50:13,1770925812994,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-white-quantised,1
12,1770925813511,12/02/2026 19:50:13,1770925812994,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-white-text,
13,1770925813511,12/02/2026 19:50:13,1770925812994,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,cultural-another-text,
14,1770925813511,12/02/2026 19:50:13,1770925812995,-6,12/02/2026 13:50:12,249979,6,questionnaire-qemh,,52678489,BLINDED,15133920,,complete,,698e2a64cc010d2cc333f9d7,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1440x960,1140x666,,,,Generic Demographics,3,J_YES,1,consentProvided,No,END QUESTIONNAIRE,28206
1,1770925898035,12/02/2026 19:51:38,1770925895291,-8,12/02/2026 11:51:35,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1707x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770925921747,12/02/2026 19:52:01,1770925918584,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,Gender,Woman
3,1770925921942,12/02/2026 19:52:01,1770925918588,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,Gender-quantised,1
4,1770925921942,12/02/2026 19:52:01,1770925918588,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,Gender-text,
5,1770925921942,12/02/2026 19:52:01,1770925918588,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,Age,57
6,1770925921942,12/02/2026 19:52:01,1770925918589,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-arab-text,
7,1770925921942,12/02/2026 19:52:01,1770925918589,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-asian-text,
8,1770925921942,12/02/2026 19:52:01,1770925918589,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-black-text,
9,1770925921942,12/02/2026 19:52:01,1770925918589,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-multiple-text,
10,1770925921942,12/02/2026 19:52:01,1770925918589,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-white,Irish
11,1770925921942,12/02/2026 19:52:01,1770925918589,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-white-quantised,3
12,1770925921942,12/02/2026 19:52:01,1770925918589,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-white-text,
13,1770925921942,12/02/2026 19:52:01,1770925918590,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-another-text,
14,1770925921942,12/02/2026 19:52:01,1770925918590,-8,12/02/2026 11:51:58,249979,6,questionnaire-qemh,,52678571,BLINDED,15133923,,complete,,698e2a6e1ca7b18be2b61202,computer,Desktop or Laptop,Windows 10,Chrome 144.0.0.0,1366x768,1688x791,,,,Generic Demographics,3,F_YES,1,consentProvided,No,END QUESTIONNAIRE,23299
1,1770925663403,12/02/2026 19:47:43,1770925664105,-6,12/02/2026 13:47:44,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1707x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770925688977,12/02/2026 19:48:08,1770925689702,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender,Woman
3,1770925689119,12/02/2026 19:48:09,1770925689703,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-quantised,1
4,1770925689119,12/02/2026 19:48:09,1770925689703,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Gender-text,
5,1770925689119,12/02/2026 19:48:09,1770925689703,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,Age,51
6,1770925689119,12/02/2026 19:48:09,1770925689703,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-arab-text,
7,1770925689119,12/02/2026 19:48:09,1770925689703,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-asian-text,
8,1770925689119,12/02/2026 19:48:09,1770925689703,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-black-text,
9,1770925689119,12/02/2026 19:48:09,1770925689703,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-multiple-text,
10,1770925689119,12/02/2026 19:48:09,1770925689703,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white,British or English or Scottish or Welsh or Northern Irish
11,1770925689119,12/02/2026 19:48:09,1770925689704,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white-quantised,1
12,1770925689119,12/02/2026 19:48:09,1770925689704,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-white-text,
13,1770925689119,12/02/2026 19:48:09,1770925689704,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,cultural-another-text,
14,1770925689119,12/02/2026 19:48:09,1770925689704,-6,12/02/2026 13:48:09,249979,6,questionnaire-qemh,,52678409,BLINDED,15133926,,complete,,698e2a66390ebd546739f213,computer,Desktop or Laptop,Windows 10,Chrome 142.0.0.0,1707x960,1692x825,,,,Generic Demographics,3,J_YES,2,consentProvided,No,END QUESTIONNAIRE,25599
1,1770925780915,12/02/2026 19:49:40,1770925777971,-5,12/02/2026 14:49:37,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1536x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770925796531,12/02/2026 19:49:56,1770925793631,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,Gender,Man
3,1770925796701,12/02/2026 19:49:56,1770925793634,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,Gender-quantised,2
4,1770925796701,12/02/2026 19:49:56,1770925793634,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,Gender-text,
5,1770925796701,12/02/2026 19:49:56,1770925793634,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,Age,28
6,1770925796701,12/02/2026 19:49:56,1770925793634,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-arab-text,
7,1770925796701,12/02/2026 19:49:56,1770925793635,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-asian-text,
8,1770925796701,12/02/2026 19:49:56,1770925793635,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-black-text,
9,1770925796701,12/02/2026 19:49:56,1770925793635,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-multiple-text,
10,1770925796701,12/02/2026 19:49:56,1770925793635,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-white,British or English or Scottish or Welsh or Northern Irish
11,1770925796701,12/02/2026 19:49:56,1770925793636,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-white-quantised,1
12,1770925796701,12/02/2026 19:49:56,1770925793636,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-white-text,
13,1770925796701,12/02/2026 19:49:56,1770925793636,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,cultural-another-text,
14,1770925796701,12/02/2026 19:49:56,1770925793636,-5,12/02/2026 14:49:53,249979,6,questionnaire-qemh,,52678486,BLINDED,15133927,,complete,,698e2a69533db53d969b48db,computer,Desktop or Laptop,Windows 10,Chrome 145.0.0.0,1536x864,1521x730,,,,Generic Demographics,3,F_YES,1,consentProvided,No,END QUESTIONNAIRE,15665
1,1770926820030,12/02/2026 20:07:00,1770926819434,-8,12/02/2026 12:06:59,249979,6,questionnaire-qemh,,52679124,BLINDED,15133931,,complete,,698e2a56ad5cff59ff3364ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1600x732,,,,Generic Demographics,3,J_YES,1,consentProvided,No,BEGIN QUESTIONNAIRE,
2,1770926867928,12/02/2026 20:07:47,1770926867346,-8,12/02/2026 12:07:47,249979,6,questionnaire-qemh,,52679124,BLINDED,15133931,,complete,,698e2a56ad5cff59ff3364ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1579x732,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender,Man
3,1770926868275,12/02/2026 20:07:48,1770926867348,-8,12/02/2026 12:07:47,249979,6,questionnaire-qemh,,52679124,BLINDED,15133931,,complete,,698e2a56ad5cff59ff3364ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1579x732,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-quantised,2
4,1770926868275,12/02/2026 20:07:48,1770926867348,-8,12/02/2026 12:07:47,249979,6,questionnaire-qemh,,52679124,BLINDED,15133931,,complete,,698e2a56ad5cff59ff3364ed,computer,Desktop or Laptop,Windows 10,Chrome 131.0.0.0,1280x720,1579x732,,,,Generic Demographics,3,J_YES,1,consentProvided,No,Gender-text,
